Formula,Hardness_HV,Co,Fe,Ni,Si,Al,Cr,Mo,Ti,Cu,Mn,Nb,V,Zr,B,Nd,Sn,Hf,Ta,W,Zn,Re,C,Pd,Sc,Y
Co0.33333333Fe0.33333333Ni0.33333333,125.0,0.33333333,0.33333333,0.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.30769231Fe0.30769231Ni0.30769231Si0.07692308,149.0,0.30769231,0.30769231,0.30769231,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.28571429Fe0.28571429Ni0.28571429Si0.14285714,287.0,0.28571429,0.28571429,0.28571429,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.26666667Fe0.26666667Ni0.26666667Si0.2,570.0,0.26666667,0.26666667,0.26666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11111111Co0.22222222Cr0.22222222Fe0.22222222Ni0.22222222,209.0,0.22222222,0.22222222,0.22222222,0.0,0.11111111,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.1Co0.2Cr0.2Fe0.2Mo0.1Ni0.2,425.0,0.2,0.2,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.24993752Co0.16670832Cr0.16670832Fe0.16670832Mo0.08322919Ni0.16670832,655.0,0.16670832,0.16670832,0.16670832,0.0,0.24993752,0.16670832,0.08322919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.30769231Co0.15384615Cr0.15384615Fe0.15384615Mo0.07692308Ni0.15384615,605.0,0.15384615,0.15384615,0.15384615,0.0,0.30769231,0.15384615,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.22222222Cr0.22222222Fe0.22222222Mo0.11111111Ni0.22222222,210.0,0.22222222,0.22222222,0.22222222,0.0,0.0,0.22222222,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.28571429Co0.14285714Cr0.14285714Fe0.14285714Ni0.14285714Ti0.14285714,643.0,0.14285714,0.14285714,0.14285714,0.0,0.28571429,0.14285714,0.0,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.03217223Co0.24189647Cr0.16134494Fe0.16134494Ni0.24189647Ti0.16134494,717.0,0.24189647,0.16134494,0.24189647,0.0,0.03217223,0.16134494,0.0,0.16134494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.035Co0.26315789Cr0.17552632Fe0.17552632Ni0.26315789Ti0.08763158,487.0,0.26315789,0.17552632,0.26315789,0.0,0.035,0.17552632,0.0,0.08763158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.24993752Cr0.16670832Fe0.16670832Ni0.24993752Ti0.16670832,654.0,0.24993752,0.16670832,0.24993752,0.0,0.0,0.16670832,0.0,0.16670832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.27270248Cr0.18189256Fe0.18189256Ni0.27270248Ti0.09080993,509.0,0.27270248,0.18189256,0.27270248,0.0,0.0,0.18189256,0.0,0.09080993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.175Co0.075Cr0.25Fe0.25Ni0.25,624.0,0.075,0.25,0.25,0.0,0.175,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.27262814Co0.18184297Cr0.18184297Fe0.18184297Ni0.18184297,402.0,0.18184297,0.18184297,0.18184297,0.0,0.27262814,0.18184297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cr0.2Cu0.2Fe0.2Mn0.2Ni0.2,296.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cr0.2Cu0.2Fe0.2Mo0.2Ni0.2,263.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.19607843Co0.19607843Cr0.19607843Fe0.19607843Nb0.01960784Ni0.19607843,569.0,0.19607843,0.19607843,0.19607843,0.0,0.19607843,0.19607843,0.0,0.0,0.0,0.0,0.01960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.19047619Co0.19047619Cr0.19047619Fe0.19047619Nb0.04761905Ni0.19047619,668.0,0.19047619,0.19047619,0.19047619,0.0,0.19047619,0.19047619,0.0,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.18181818Co0.18181818Cr0.18181818Fe0.18181818Nb0.09090909Ni0.18181818,747.0,0.18181818,0.18181818,0.18181818,0.0,0.18181818,0.18181818,0.0,0.0,0.0,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Co0.1Cr0.2Fe0.2Mo0.1Ni0.2,801.0,0.1,0.2,0.2,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16670832Co0.24993752Cr0.16670832Fe0.16670832Mo0.08322919Ni0.16670832,741.0,0.24993752,0.16670832,0.16670832,0.0,0.16670832,0.16670832,0.08322919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.15384615Co0.30769231Cr0.15384615Fe0.15384615Mo0.07692308Ni0.15384615,586.0,0.30769231,0.15384615,0.15384615,0.0,0.15384615,0.15384615,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.19607843Co0.19607843Cr0.19607843Fe0.11764706Mo0.09803922Ni0.19607843,754.0,0.19607843,0.11764706,0.19607843,0.0,0.19607843,0.19607843,0.09803922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16670832Co0.16670832Cr0.16670832Fe0.24993752Mo0.08322919Ni0.16670832,635.0,0.16670832,0.24993752,0.16670832,0.0,0.16670832,0.16670832,0.08322919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.15384615Co0.15384615Cr0.15384615Fe0.30769231Mo0.07692308Ni0.15384615,639.0,0.15384615,0.30769231,0.15384615,0.0,0.15384615,0.15384615,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.22222222Co0.22222222Cr0.22222222Fe0.22222222Mo0.11111111,857.0,0.22222222,0.22222222,0.0,0.0,0.22222222,0.22222222,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.18181818Co0.18181818Cr0.18181818Fe0.18181818Mo0.09090909Ni0.18181818,730.0,0.18181818,0.18181818,0.18181818,0.0,0.18181818,0.18181818,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Co0.2Cr0.2Fe0.2Mo0.1Ni0.1,708.0,0.2,0.2,0.1,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16670832Co0.16670832Cr0.16670832Fe0.16670832Mo0.08322919Ni0.24993752,586.0,0.16670832,0.16670832,0.24993752,0.0,0.16670832,0.16670832,0.08322919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.15384615Co0.15384615Cr0.15384615Fe0.15384615Mo0.07692308Ni0.30769231,395.0,0.15384615,0.15384615,0.30769231,0.0,0.15384615,0.15384615,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.125Co0.125Cr0.125Fe0.125Ni0.125Ti0.125V0.125Zr0.125,780.0,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.14285714Co0.14285714Fe0.14285714Ni0.14285714Ti0.14285714V0.14285714Zr0.14285714,790.0,0.14285714,0.14285714,0.14285714,0.0,0.14285714,0.0,0.0,0.14285714,0.0,0.0,0.0,0.14285714,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Fe0.16666667Ni0.16666667Ti0.16666667V0.16666667Zr0.16666667,800.0,0.0,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.125Cr0.125Cu0.125Fe0.125Ni0.125Ti0.125V0.125Zr0.125,680.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.125Cr0.125Fe0.125Mo0.125Ni0.125Ti0.125V0.125Zr0.125,850.0,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.14285714Cu0.14285714Fe0.14285714Ni0.14285714Ti0.14285714V0.14285714Zr0.14285714,630.0,0.14285714,0.14285714,0.14285714,0.0,0.0,0.0,0.0,0.14285714,0.14285714,0.0,0.0,0.14285714,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.14285714Fe0.14285714Mo0.14285714Ni0.14285714Ti0.14285714V0.14285714Zr0.14285714,790.0,0.14285714,0.14285714,0.14285714,0.0,0.0,0.0,0.14285714,0.14285714,0.0,0.0,0.0,0.14285714,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu0.16666667Fe0.16666667Ni0.16666667Ti0.16666667V0.16666667Zr0.16666667,590.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fe0.16666667Mo0.16666667Ni0.16666667Ti0.16666667V0.16666667Zr0.16666667,740.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.03846154Co0.19230769Cr0.19230769Fe0.19230769Mn0.19230769Ni0.19230769,171.0,0.19230769,0.19230769,0.19230769,0.0,0.03846154,0.19230769,0.0,0.0,0.0,0.19230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07063197Co0.18587361Cr0.18587361Fe0.18587361Mn0.18587361Ni0.18587361,182.0,0.18587361,0.18587361,0.18587361,0.0,0.07063197,0.18587361,0.0,0.0,0.0,0.18587361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07918969Co0.18416206Cr0.18416206Fe0.18416206Mn0.18416206Ni0.18416206,183.0,0.18416206,0.18416206,0.18416206,0.0,0.07918969,0.18416206,0.0,0.0,0.0,0.18416206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Co0.16Cr0.16Fe0.16Mn0.16Ni0.16,539.0,0.16,0.16,0.16,0.0,0.2,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.19047619Cr0.19047619Fe0.19047619Mn0.19047619Ni0.19047619V0.04761905,144.0,0.19047619,0.19047619,0.19047619,0.0,0.0,0.19047619,0.0,0.0,0.0,0.19047619,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.18181818Cr0.18181818Fe0.18181818Mn0.18181818Ni0.18181818V0.09090909,275.0,0.18181818,0.18181818,0.18181818,0.0,0.0,0.18181818,0.0,0.0,0.0,0.18181818,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.17391304Cr0.17391304Fe0.17391304Mn0.17391304Ni0.17391304V0.13043478,342.0,0.17391304,0.17391304,0.17391304,0.0,0.0,0.17391304,0.0,0.0,0.0,0.17391304,0.0,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.16666667Cr0.16666667Fe0.16666667Mn0.16666667Ni0.16666667V0.16666667,650.0,0.16666667,0.16666667,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.06975933Cr0.23264737Fe0.34879665Mn0.23264737Ni0.11614928,297.0,0.0,0.34879665,0.11614928,0.0,0.06975933,0.23264737,0.0,0.0,0.0,0.23264737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.111Cr0.22233333Fe0.33333333Mn0.22233333Ni0.111,396.0,0.0,0.33333333,0.111,0.0,0.111,0.22233333,0.0,0.0,0.0,0.22233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.25Cr0.25Fe0.25Ni0.25,472.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Cr0.2Fe0.2Mo0.2Ni0.2,905.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.23809524Cr0.23809524Fe0.23809524Mo0.04761905Ni0.23809524,549.0,0.0,0.23809524,0.23809524,0.0,0.23809524,0.23809524,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.20833333Cr0.20833333Fe0.20833333Mo0.16666667Ni0.20833333,854.0,0.0,0.20833333,0.20833333,0.0,0.20833333,0.20833333,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.22222222Cr0.22222222Cu0.11111111Fe0.22222222Ni0.22222222,172.0,0.22222222,0.22222222,0.22222222,0.0,0.0,0.22222222,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.0877193B0.03508772Co0.1754386Cr0.1754386Cu0.1754386Fe0.1754386Ni0.1754386,415.0,0.1754386,0.1754386,0.1754386,0.0,0.0877193,0.1754386,0.0,0.0,0.1754386,0.0,0.0,0.0,0.0,0.03508772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.08196721B0.09836066Co0.16393443Cr0.16393443Cu0.16393443Fe0.16393443Ni0.16393443,505.0,0.16393443,0.16393443,0.16393443,0.0,0.08196721,0.16393443,0.0,0.0,0.16393443,0.0,0.0,0.0,0.0,0.09836066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07692308B0.15384615Co0.15384615Cr0.15384615Cu0.15384615Fe0.15384615Ni0.15384615,736.0,0.15384615,0.15384615,0.15384615,0.0,0.07692308,0.15384615,0.0,0.0,0.15384615,0.0,0.0,0.0,0.0,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07692308Co0.15384615Cr0.15384615Cu0.15384615Fe0.15384615Ni0.15384615Ti0.15384615,636.0,0.15384615,0.15384615,0.15384615,0.0,0.07692308,0.15384615,0.0,0.15384615,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.0877193Co0.1754386Cr0.1754386Cu0.1754386Fe0.1754386Ni0.1754386Ti0.03508772,272.0,0.1754386,0.1754386,0.1754386,0.0,0.0877193,0.1754386,0.0,0.03508772,0.1754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.08474576Co0.16949153Cr0.16949153Cu0.16949153Fe0.16949153Ni0.16949153Ti0.06779661,321.0,0.16949153,0.16949153,0.16949153,0.0,0.08474576,0.16949153,0.0,0.06779661,0.16949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.08196721Co0.16393443Cr0.16393443Cu0.16393443Fe0.16393443Ni0.16393443Ti0.09836066,458.0,0.16393443,0.16393443,0.16393443,0.0,0.08196721,0.16393443,0.0,0.09836066,0.16393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07936508Co0.15873016Cr0.15873016Cu0.15873016Fe0.15873016Ni0.15873016Ti0.12698413,590.0,0.15873016,0.15873016,0.15873016,0.0,0.07936508,0.15873016,0.0,0.12698413,0.15873016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07470441Co0.14922967Cr0.14922967Cu0.14922967Fe0.14922967Ni0.14922967Ti0.17914726,646.0,0.14922967,0.14922967,0.14922967,0.0,0.07470441,0.14922967,0.0,0.17914726,0.14922967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07245789Co0.14491577Cr0.14491577Cu0.14491577Fe0.14491577Ni0.14491577Ti0.20296326,664.0,0.14491577,0.14491577,0.14491577,0.0,0.07245789,0.14491577,0.0,0.20296326,0.14491577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.06666667Co0.13333333Cr0.13333333Cu0.13333333Fe0.13333333Ni0.13333333Ti0.26666667,696.0,0.13333333,0.13333333,0.13333333,0.0,0.06666667,0.13333333,0.0,0.26666667,0.13333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.0877193Co0.1754386Cr0.1754386Cu0.1754386Fe0.1754386Ni0.1754386V0.03508772,204.0,0.1754386,0.1754386,0.1754386,0.0,0.0877193,0.1754386,0.0,0.0,0.1754386,0.0,0.0,0.03508772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.08474576Co0.16949153Cr0.16949153Cu0.16949153Fe0.16949153Ni0.16949153V0.06779661,231.0,0.16949153,0.16949153,0.16949153,0.0,0.08474576,0.16949153,0.0,0.0,0.16949153,0.0,0.0,0.06779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.08196721Co0.16393443Cr0.16393443Cu0.16393443Fe0.16393443Ni0.16393443V0.09836066,328.0,0.16393443,0.16393443,0.16393443,0.0,0.08196721,0.16393443,0.0,0.0,0.16393443,0.0,0.0,0.09836066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
