Formula,Hardness_HV,Co,Fe,Ni,Si,Al,Cr,Mo,Ti,Cu,Mn,Nb,V,Zr,B,Nd,Sn,Hf,Ta,W,Zn,Re,C,Pd,Sc,Y
Al0.07936508Co0.15873016Cr0.15873016Cu0.15873016Fe0.15873016Ni0.15873016V0.12698413,447.0,0.15873016,0.15873016,0.15873016,0.0,0.07936508,0.15873016,0.0,0.0,0.15873016,0.0,0.0,0.12698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07692308Co0.15384615Cr0.15384615Cu0.15384615Fe0.15384615Ni0.15384615V0.15384615,639.0,0.15384615,0.15384615,0.15384615,0.0,0.07692308,0.15384615,0.0,0.0,0.15384615,0.0,0.0,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07470441Co0.14922967Cr0.14922967Cu0.14922967Fe0.14922967Ni0.14922967V0.17914726,579.0,0.14922967,0.14922967,0.14922967,0.0,0.07470441,0.14922967,0.0,0.0,0.14922967,0.0,0.0,0.17914726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07245789Co0.14491577Cr0.14491577Cu0.14491577Fe0.14491577Ni0.14491577V0.20296326,577.0,0.14491577,0.14491577,0.14491577,0.0,0.07245789,0.14491577,0.0,0.0,0.14491577,0.0,0.0,0.20296326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.06666667Co0.13333333Cr0.13333333Cu0.13333333Fe0.13333333Ni0.13333333V0.26666667,587.0,0.13333333,0.13333333,0.13333333,0.0,0.06666667,0.13333333,0.0,0.0,0.13333333,0.0,0.0,0.26666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Co0.16666667Cu0.16666667Fe0.16666667Nd0.16666667Ni0.16666667,578.0,0.16666667,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Co0.16666667Cu0.16666667Fe0.16666667Ni0.16666667Si0.16666667,682.0,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Co0.16666667Cu0.16666667Fe0.16666667Ni0.16666667Ti0.16666667,626.0,0.16666667,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Co0.16666667Cu0.16666667Fe0.16666667Ni0.16666667Zr0.16666667,472.0,0.16666667,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.2Cu0.2Fe0.2Mn0.2Ni0.2,208.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.19880716Cu0.19880716Fe0.19880716Mn0.19880716Ni0.19880716Sn0.00596421,192.0,0.19880716,0.19880716,0.19880716,0.0,0.0,0.0,0.0,0.0,0.19880716,0.19880716,0.0,0.0,0.0,0.0,0.0,0.00596421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.1980198Cu0.1980198Fe0.1980198Mn0.1980198Ni0.1980198Sn0.00990099,205.0,0.1980198,0.1980198,0.1980198,0.0,0.0,0.0,0.0,0.0,0.1980198,0.1980198,0.0,0.0,0.0,0.0,0.0,0.00990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.19685039Cu0.19685039Fe0.19685039Mn0.19685039Ni0.19685039Sn0.01574803,219.0,0.19685039,0.19685039,0.19685039,0.0,0.0,0.0,0.0,0.0,0.19685039,0.19685039,0.0,0.0,0.0,0.0,0.0,0.01574803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.19607843Cu0.19607843Fe0.19607843Mn0.19607843Ni0.19607843Sn0.01960784,253.0,0.19607843,0.19607843,0.19607843,0.0,0.0,0.0,0.0,0.0,0.19607843,0.19607843,0.0,0.0,0.0,0.0,0.0,0.01960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.19230769Cu0.19230769Fe0.19230769Mn0.19230769Ni0.19230769Sn0.03846154,319.0,0.19230769,0.19230769,0.19230769,0.0,0.0,0.0,0.0,0.0,0.19230769,0.19230769,0.0,0.0,0.0,0.0,0.0,0.03846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.22497188Cu0.2Fe0.15005624Ni0.2Ti0.22497188,516.0,0.0,0.15005624,0.2,0.0,0.22497188,0.0,0.0,0.22497188,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Cu0.2Fe0.2Ni0.2Ti0.2,516.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.25Cu0.25Ni0.25Ti0.25,537.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.05660377Hf0.18867925Nb0.18867925Ta0.18867925Ti0.18867925Zr0.18867925,353.0,0.0,0.0,0.0,0.0,0.05660377,0.0,0.0,0.18867925,0.0,0.0,0.18867925,0.0,0.18867925,0.0,0.0,0.0,0.18867925,0.18867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.09090909Hf0.18181818Nb0.18181818Ta0.18181818Ti0.18181818Zr0.18181818,396.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.0,0.18181818,0.0,0.0,0.18181818,0.0,0.18181818,0.0,0.0,0.0,0.18181818,0.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.13043478Hf0.17391304Nb0.17391304Ta0.17391304Ti0.17391304Zr0.17391304,427.0,0.0,0.0,0.0,0.0,0.13043478,0.0,0.0,0.17391304,0.0,0.0,0.17391304,0.0,0.17391304,0.0,0.0,0.0,0.17391304,0.17391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Hf0.16666667Nb0.16666667Ta0.16666667Ti0.16666667Zr0.16666667,441.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.05882353Mo0.23529412Nb0.23529412Ti0.23529412V0.23529412,460.0,0.0,0.0,0.0,0.0,0.05882353,0.0,0.23529412,0.23529412,0.0,0.0,0.23529412,0.23529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11111111Mo0.22222222Nb0.22222222Ti0.22222222V0.22222222,487.0,0.0,0.0,0.0,0.0,0.11111111,0.0,0.22222222,0.22222222,0.0,0.0,0.22222222,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.15789474Mo0.21052632Nb0.21052632Ti0.21052632V0.21052632,517.0,0.0,0.0,0.0,0.0,0.15789474,0.0,0.21052632,0.21052632,0.0,0.0,0.21052632,0.21052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Mo0.2Nb0.2Ti0.2V0.2,537.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo0.25Nb0.25Ti0.25V0.25,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.25Nb0.25Ti0.25V0.25,448.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.19047619Mo0.04761905Nb0.19047619Ta0.19047619Ti0.19047619Zr0.19047619,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761905,0.19047619,0.0,0.0,0.19047619,0.0,0.19047619,0.0,0.0,0.0,0.19047619,0.19047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.18181818Mo0.09090909Nb0.18181818Ta0.18181818Ti0.18181818Zr0.18181818,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909,0.18181818,0.0,0.0,0.18181818,0.0,0.18181818,0.0,0.0,0.0,0.18181818,0.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.17391304Mo0.13043478Nb0.17391304Ta0.17391304Ti0.17391304Zr0.17391304,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478,0.17391304,0.0,0.0,0.17391304,0.0,0.17391304,0.0,0.0,0.0,0.17391304,0.17391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.16666667Mo0.16666667Nb0.16666667Ta0.16666667Ti0.16666667Zr0.16666667,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.2Mo0.2Ta0.2Ti0.2Zr0.2,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.22222222Nb0.22222222Si0.11111111Ti0.22222222V0.22222222,490.0,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.22222222,0.0,0.0,0.22222222,0.22222222,0.0,0.0,0.0,0.0,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.12490623Nb0.12490623Ta0.12490623Ti0.37509377Zr0.25018755,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37509377,0.0,0.0,0.12490623,0.0,0.25018755,0.0,0.0,0.0,0.12490623,0.12490623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo0.25Nb0.25Ta0.25V0.25,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo0.2Nb0.2Ta0.2V0.2W0.2,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Co0.23809524Fe0.23809524Mo0.04761905Ni0.23809524V0.23809524,267.0,0.23809524,0.23809524,0.23809524,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.23809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.22727273Fe0.22727273Mo0.09090909Ni0.22727273V0.22727273,402.0,0.22727273,0.22727273,0.22727273,0.0,0.0,0.0,0.09090909,0.0,0.0,0.0,0.0,0.22727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.2173913Fe0.2173913Mo0.13043478Ni0.2173913V0.2173913,557.0,0.2173913,0.2173913,0.2173913,0.0,0.0,0.0,0.13043478,0.0,0.0,0.0,0.0,0.2173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.20833333Fe0.20833333Mo0.16666667Ni0.20833333V0.20833333,606.0,0.20833333,0.20833333,0.20833333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.20833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.19228994Fe0.19228994Mo0.19228994Ni0.23084026V0.19228994,602.0,0.19228994,0.19228994,0.23084026,0.0,0.0,0.0,0.19228994,0.0,0.0,0.0,0.0,0.19228994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.16666667Fe0.16666667Mo0.16666667Ni0.33333333V0.16666667,382.0,0.16666667,0.16666667,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.2Fe0.2Mo0.2Ni0.2V0.2,625.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.25Fe0.25Ni0.25V0.25,238.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu0.30003Mn0.30003Ni0.30003Zn0.09990999,147.0,0.0,0.0,0.30003,0.0,0.0,0.0,0.0,0.0,0.30003,0.30003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09990999,0.0,0.0,0.0,0.0,0.0
Cu0.30769231Mn0.30769231Ni0.30769231Zn0.07692308,109.0,0.0,0.0,0.30769231,0.0,0.0,0.0,0.0,0.0,0.30769231,0.30769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0
Al0.03567985Cu0.32144005Mn0.32144005Ni0.32144005,241.0,0.0,0.0,0.32144005,0.0,0.03567985,0.0,0.0,0.0,0.32144005,0.32144005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu0.32144005Mn0.32144005Ni0.32144005Sn0.03567985,318.0,0.0,0.0,0.32144005,0.0,0.0,0.0,0.0,0.0,0.32144005,0.32144005,0.0,0.0,0.0,0.0,0.0,0.03567985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.01735997Cu0.32754668Mn0.32754668Ni0.32754668,166.0,0.0,0.0,0.32754668,0.0,0.01735997,0.0,0.0,0.0,0.32754668,0.32754668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu0.32754668Mn0.32754668Ni0.32754668Sn0.01735997,205.0,0.0,0.0,0.32754668,0.0,0.0,0.0,0.0,0.0,0.32754668,0.32754668,0.0,0.0,0.0,0.0,0.0,0.01735997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cr0.23980815Ta0.23980815Ti0.04076739V0.23980815W0.23980815,715.0,0.0,0.0,0.0,0.0,0.0,0.23980815,0.0,0.04076739,0.0,0.0,0.0,0.23980815,0.0,0.0,0.0,0.0,0.0,0.23980815,0.23980815,0.0,0.0,0.0,0.0,0.0,0.0
Cr0.23255814Ta0.23255814Ti0.06976744V0.23255814W0.23255814,780.0,0.0,0.0,0.0,0.0,0.0,0.23255814,0.0,0.06976744,0.0,0.0,0.0,0.23255814,0.0,0.0,0.0,0.0,0.0,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0
Cr0.25Ta0.25V0.25W0.25,715.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.12195122Mo0.12195122Nb0.24390244Si0.02439024Ti0.24390244Zr0.24390244,442.0,0.0,0.0,0.0,0.02439024,0.0,0.0,0.12195122,0.24390244,0.0,0.0,0.24390244,0.0,0.24390244,0.0,0.0,0.0,0.12195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.11627907Mo0.11627907Nb0.23255814Si0.06976744Ti0.23255814Zr0.23255814,494.0,0.0,0.0,0.0,0.06976744,0.0,0.0,0.11627907,0.23255814,0.0,0.0,0.23255814,0.0,0.23255814,0.0,0.0,0.0,0.11627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.11111111Mo0.11111111Nb0.22222222Si0.11111111Ti0.22222222Zr0.22222222,524.0,0.0,0.0,0.0,0.11111111,0.0,0.0,0.11111111,0.22222222,0.0,0.0,0.22222222,0.0,0.22222222,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.10638298Mo0.10638298Nb0.21276596Si0.14893617Ti0.21276596Zr0.21276596,580.0,0.0,0.0,0.0,0.14893617,0.0,0.0,0.10638298,0.21276596,0.0,0.0,0.21276596,0.0,0.21276596,0.0,0.0,0.0,0.10638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.10204082Mo0.10204082Nb0.20408163Si0.18367347Ti0.20408163Zr0.20408163,640.0,0.0,0.0,0.0,0.18367347,0.0,0.0,0.10204082,0.20408163,0.0,0.0,0.20408163,0.0,0.20408163,0.0,0.0,0.0,0.10204082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.125Mo0.125Nb0.25Ti0.25Zr0.25,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hf0.25Nb0.25Ta0.25Zr0.25,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo0.23529412Nb0.23529412Ta0.23529412Ti0.05882353W0.23529412,478.3,0.0,0.0,0.0,0.0,0.0,0.0,0.23529412,0.05882353,0.0,0.0,0.23529412,0.0,0.0,0.0,0.0,0.0,0.0,0.23529412,0.23529412,0.0,0.0,0.0,0.0,0.0,0.0
Mo0.22222222Nb0.22222222Ta0.22222222Ti0.11111111W0.22222222,481.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,0.11111111,0.0,0.0,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0
Mo0.21052632Nb0.21052632Ta0.21052632Ti0.15789474W0.21052632,495.6,0.0,0.0,0.0,0.0,0.0,0.0,0.21052632,0.15789474,0.0,0.0,0.21052632,0.0,0.0,0.0,0.0,0.0,0.0,0.21052632,0.21052632,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07993019Co0.16963351Cr0.13961606Cu0.07993019Fe0.16963351Mo0.00104712Ni0.34904014Ti0.01012216W0.00104712,171.0,0.16963351,0.16963351,0.34904014,0.0,0.07993019,0.13961606,0.00104712,0.01012216,0.07993019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104712,0.0,0.0,0.0,0.0,0.0,0.0
Al0.10007199Co0.24982001Cr0.07991361Fe0.15010799Ni0.3599712Ti0.06011519,345.0,0.24982001,0.15010799,0.3599712,0.0,0.10007199,0.07991361,0.0,0.06011519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb0.25Ta0.25Ti0.25V0.25,510.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.01960784Co0.19607843Cr0.19607843Fe0.19607843Mn0.19607843Ni0.19607843,432.0,0.19607843,0.19607843,0.19607843,0.0,0.01960784,0.19607843,0.0,0.0,0.0,0.19607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.05660377Co0.18867925Cr0.18867925Fe0.18867925Mn0.18867925Ni0.18867925,511.0,0.18867925,0.18867925,0.18867925,0.0,0.05660377,0.18867925,0.0,0.0,0.0,0.18867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.09090909Co0.18181818Cr0.18181818Fe0.18181818Mn0.18181818Ni0.18181818,553.0,0.18181818,0.18181818,0.18181818,0.0,0.09090909,0.18181818,0.0,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.12280702Co0.1754386Cr0.1754386Fe0.1754386Mn0.1754386Ni0.1754386,622.0,0.1754386,0.1754386,0.1754386,0.0,0.12280702,0.1754386,0.0,0.0,0.0,0.1754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Co0.16666667Cr0.16666667Fe0.16666667Mn0.16666667Ni0.16666667,684.0,0.16666667,0.16666667,0.16666667,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.06976744Co0.23255814Cr0.23255814Fe0.23255814Ni0.23255814,117.0,0.23255814,0.23255814,0.23255814,0.0,0.06976744,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.13043478Co0.2173913Cr0.2173913Fe0.2173913Ni0.2173913,228.0,0.2173913,0.2173913,0.2173913,0.0,0.13043478,0.2173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16666667Co0.18518519Cr0.18518519Fe0.18518519Ni0.18518519Ti0.09259259,623.0,0.18518519,0.18518519,0.18518519,0.0,0.16666667,0.18518519,0.0,0.09259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
